category,month,count,rollavg_3month
Robbery,2019-01-01,412,NA
Robbery,2019-02-01,369,NA
Robbery,2019-03-01,428,403
Robbery,2019-04-01,451,416
Robbery,2019-05-01,457,445
Robbery,2019-06-01,452,453
Robbery,2019-07-01,508,472
Robbery,2019-08-01,538,499
Robbery,2019-09-01,535,527
Robbery,2019-10-01,564,546
Robbery,2019-11-01,467,522
Robbery,2019-12-01,508,513
Robbery,2020-01-01,505,493
Robbery,2020-02-01,442,485
Robbery,2020-03-01,383,443
Robbery,2020-04-01,351,392
Robbery,2020-05-01,334,356
Robbery,2020-06-01,329,338
Robbery,2020-07-01,251,305
Robbery,2020-08-01,351,310
Robbery,2020-09-01,366,323
Robbery,2020-10-01,501,406
Robbery,2020-11-01,425,431
Robbery,2020-12-01,444,457
Robbery,2021-01-01,483,451
Robbery,2021-02-01,303,410
Robbery,2021-03-01,310,365
Robbery,2021-04-01,289,301
Robbery,2021-05-01,364,321
Robbery,2021-06-01,308,320
Robbery,2021-07-01,344,339
Robbery,2021-08-01,400,351
Robbery,2021-09-01,428,391
Robbery,2021-10-01,538,455
Robbery,2021-11-01,538,501
Robbery,2021-12-01,639,572
Robbery,2022-01-01,561,579
Robbery,2022-02-01,424,541
Robbery,2022-03-01,390,458
Robbery,2022-04-01,430,415
Robbery,2022-05-01,502,441
Robbery,2022-06-01,540,491
Robbery,2022-07-01,554,532
Robbery,2022-08-01,504,533
Robbery,2022-09-01,510,523
Robbery,2022-10-01,513,509
Robbery,2022-11-01,483,502
Robbery,2022-12-01,427,474
Robbery,2023-01-01,477,462
