category,month,count,rollavg_3month
Sexual Assault,2019-01-01,86,NA
Sexual Assault,2019-02-01,64,NA
Sexual Assault,2019-03-01,102,84
Sexual Assault,2019-04-01,69,78
Sexual Assault,2019-05-01,85,85
Sexual Assault,2019-06-01,81,78
Sexual Assault,2019-07-01,101,89
Sexual Assault,2019-08-01,99,94
Sexual Assault,2019-09-01,84,95
Sexual Assault,2019-10-01,88,90
Sexual Assault,2019-11-01,76,83
Sexual Assault,2019-12-01,77,80
Sexual Assault,2020-01-01,78,77
Sexual Assault,2020-02-01,82,79
Sexual Assault,2020-03-01,77,79
Sexual Assault,2020-04-01,40,66
Sexual Assault,2020-05-01,51,56
Sexual Assault,2020-06-01,82,58
Sexual Assault,2020-07-01,73,69
Sexual Assault,2020-08-01,73,76
Sexual Assault,2020-09-01,67,71
Sexual Assault,2020-10-01,94,78
Sexual Assault,2020-11-01,65,75
Sexual Assault,2020-12-01,72,77
Sexual Assault,2021-01-01,77,71
Sexual Assault,2021-02-01,66,72
Sexual Assault,2021-03-01,75,73
Sexual Assault,2021-04-01,63,68
Sexual Assault,2021-05-01,56,65
Sexual Assault,2021-06-01,63,61
Sexual Assault,2021-07-01,68,62
Sexual Assault,2021-08-01,61,64
Sexual Assault,2021-09-01,64,64
Sexual Assault,2021-10-01,55,60
Sexual Assault,2021-11-01,67,62
Sexual Assault,2021-12-01,42,55
Sexual Assault,2022-01-01,39,49
Sexual Assault,2022-02-01,50,44
Sexual Assault,2022-03-01,52,47
Sexual Assault,2022-04-01,52,51
Sexual Assault,2022-05-01,56,53
Sexual Assault,2022-06-01,49,52
Sexual Assault,2022-07-01,52,52
Sexual Assault,2022-08-01,43,48
Sexual Assault,2022-09-01,63,53
Sexual Assault,2022-10-01,43,50
Sexual Assault,2022-11-01,49,52
Sexual Assault,2022-12-01,41,44
Sexual Assault,2023-01-01,52,47
Sexual Assault,2023-02-01,43,45
Sexual Assault,2023-03-01,59,51
Sexual Assault,2023-04-01,54,52
Sexual Assault,2023-05-01,46,53
Sexual Assault,2023-06-01,41,47
Sexual Assault,2023-07-01,41,43
Sexual Assault,2023-08-01,41,41
Sexual Assault,2023-09-01,55,46
Sexual Assault,2023-10-01,42,46
Sexual Assault,2023-11-01,43,47
Sexual Assault,2023-12-01,34,40
Sexual Assault,2024-01-01,39,39
Sexual Assault,2024-02-01,31,35
Sexual Assault,2024-03-01,44,38
Sexual Assault,2024-04-01,52,42
Sexual Assault,2024-05-01,50,49
Sexual Assault,2024-06-01,30,44
Sexual Assault,2024-07-01,51,44
Sexual Assault,2024-08-01,41,41
Sexual Assault,2024-09-01,47,46
Sexual Assault,2024-10-01,21,36
