category,month,count,rollavg_3month
Burglary,2019-01-01,533,NA
Burglary,2019-02-01,431,NA
Burglary,2019-03-01,394,453
Burglary,2019-04-01,436,420
Burglary,2019-05-01,536,455
Burglary,2019-06-01,486,486
Burglary,2019-07-01,574,532
Burglary,2019-08-01,514,525
Burglary,2019-09-01,574,554
Burglary,2019-10-01,561,550
Burglary,2019-11-01,514,550
Burglary,2019-12-01,584,553
Burglary,2020-01-01,501,533
Burglary,2020-02-01,394,493
Burglary,2020-03-01,412,436
Burglary,2020-04-01,401,402
Burglary,2020-05-01,726,513
Burglary,2020-06-01,1340,822
Burglary,2020-07-01,391,819
Burglary,2020-08-01,408,713
Burglary,2020-09-01,420,406
Burglary,2020-10-01,990,606
Burglary,2020-11-01,472,627
Burglary,2020-12-01,462,641
Burglary,2021-01-01,406,447
Burglary,2021-02-01,324,397
Burglary,2021-03-01,369,366
Burglary,2021-04-01,365,353
Burglary,2021-05-01,383,372
Burglary,2021-06-01,433,394
Burglary,2021-07-01,429,415
Burglary,2021-08-01,459,440
Burglary,2021-09-01,530,473
Burglary,2021-10-01,571,520
Burglary,2021-11-01,518,540
Burglary,2021-12-01,513,534
Burglary,2022-01-01,441,491
Burglary,2022-02-01,415,456
Burglary,2022-03-01,498,451
Burglary,2022-04-01,473,462
Burglary,2022-05-01,510,494
Burglary,2022-06-01,529,504
Burglary,2022-07-01,554,531
Burglary,2022-08-01,564,549
Burglary,2022-09-01,533,550
Burglary,2022-10-01,495,531
Burglary,2022-11-01,510,513
Burglary,2022-12-01,361,455
