category,description,month,count,rollavg_3month
Aggravated Assault,Aggravated Assault No Firearm,2022-04-01,414,394
Aggravated Assault,Aggravated Assault No Firearm,2022-05-01,453,429
Aggravated Assault,Aggravated Assault No Firearm,2022-06-01,483,450
Aggravated Assault,Aggravated Assault No Firearm,2022-07-01,429,455
Aggravated Assault,Aggravated Assault No Firearm,2022-08-01,406,439
Aggravated Assault,Aggravated Assault No Firearm,2022-09-01,415,417
Aggravated Assault,Aggravated Assault No Firearm,2022-10-01,396,406
Aggravated Assault,Aggravated Assault No Firearm,2022-11-01,409,407
Aggravated Assault,Aggravated Assault No Firearm,2022-12-01,399,401
Aggravated Assault,Aggravated Assault No Firearm,2023-01-01,388,399
Aggravated Assault,Aggravated Assault No Firearm,2023-02-01,371,386
Aggravated Assault,Aggravated Assault No Firearm,2023-03-01,372,377
Aggravated Assault,Aggravated Assault No Firearm,2023-04-01,419,387
Aggravated Assault,Aggravated Assault No Firearm,2023-05-01,485,425
Aggravated Assault,Aggravated Assault No Firearm,2023-06-01,428,444
Aggravated Assault,Aggravated Assault No Firearm,2023-07-01,492,468
Aggravated Assault,Aggravated Assault No Firearm,2023-08-01,491,470
Aggravated Assault,Aggravated Assault No Firearm,2023-09-01,410,464
Aggravated Assault,Aggravated Assault No Firearm,2023-10-01,99,333
Burglary,Burglary Non-Residential,2019-01-01,101,NA
Burglary,Burglary Non-Residential,2019-02-01,102,NA
Burglary,Burglary Non-Residential,2019-03-01,87,97
Burglary,Burglary Non-Residential,2019-04-01,91,93
Burglary,Burglary Non-Residential,2019-05-01,96,91
Burglary,Burglary Non-Residential,2019-06-01,84,90
Burglary,Burglary Non-Residential,2019-07-01,130,103
Burglary,Burglary Non-Residential,2019-08-01,112,109
Burglary,Burglary Non-Residential,2019-09-01,134,125
Burglary,Burglary Non-Residential,2019-10-01,117,121
Burglary,Burglary Non-Residential,2019-11-01,117,123
Burglary,Burglary Non-Residential,2019-12-01,186,140
Burglary,Burglary Non-Residential,2020-01-01,142,148
Burglary,Burglary Non-Residential,2020-02-01,89,139
Burglary,Burglary Non-Residential,2020-03-01,110,114
Burglary,Burglary Non-Residential,2020-04-01,149,116
Burglary,Burglary Non-Residential,2020-05-01,414,224
Burglary,Burglary Non-Residential,2020-06-01,1054,539
Burglary,Burglary Non-Residential,2020-07-01,110,526
Burglary,Burglary Non-Residential,2020-08-01,112,425
Burglary,Burglary Non-Residential,2020-09-01,109,110
Burglary,Burglary Non-Residential,2020-10-01,658,293
Burglary,Burglary Non-Residential,2020-11-01,172,313
Burglary,Burglary Non-Residential,2020-12-01,159,330
Burglary,Burglary Non-Residential,2021-01-01,102,144
Burglary,Burglary Non-Residential,2021-02-01,115,125
Burglary,Burglary Non-Residential,2021-03-01,92,103
Burglary,Burglary Non-Residential,2021-04-01,110,106
Burglary,Burglary Non-Residential,2021-05-01,111,104
Burglary,Burglary Non-Residential,2021-06-01,128,116
Burglary,Burglary Non-Residential,2021-07-01,109,116
Burglary,Burglary Non-Residential,2021-08-01,146,128
Burglary,Burglary Non-Residential,2021-09-01,174,143
Burglary,Burglary Non-Residential,2021-10-01,136,152
Burglary,Burglary Non-Residential,2021-11-01,186,165
Burglary,Burglary Non-Residential,2021-12-01,157,160
Burglary,Burglary Non-Residential,2022-01-01,163,169
Burglary,Burglary Non-Residential,2022-02-01,151,157
Burglary,Burglary Non-Residential,2022-03-01,165,160
Burglary,Burglary Non-Residential,2022-04-01,164,160
Burglary,Burglary Non-Residential,2022-05-01,190,173
Burglary,Burglary Non-Residential,2022-06-01,169,174
Burglary,Burglary Non-Residential,2022-07-01,204,188
Burglary,Burglary Non-Residential,2022-08-01,202,192
Burglary,Burglary Non-Residential,2022-09-01,201,202
Burglary,Burglary Non-Residential,2022-10-01,215,206
Burglary,Burglary Non-Residential,2022-11-01,186,201
Burglary,Burglary Non-Residential,2022-12-01,183,195
Burglary,Burglary Non-Residential,2023-01-01,134,168
Burglary,Burglary Non-Residential,2023-02-01,111,143
Burglary,Burglary Non-Residential,2023-03-01,130,125
Burglary,Burglary Non-Residential,2023-04-01,123,121
Burglary,Burglary Non-Residential,2023-05-01,144,132
Burglary,Burglary Non-Residential,2023-06-01,177,148
Burglary,Burglary Non-Residential,2023-07-01,164,162
Burglary,Burglary Non-Residential,2023-08-01,178,173
Burglary,Burglary Non-Residential,2023-09-01,276,206
Burglary,Burglary Non-Residential,2023-10-01,37,164
Burglary,Burglary Residential,2019-01-01,432,NA
Burglary,Burglary Residential,2019-02-01,329,NA
Burglary,Burglary Residential,2019-03-01,307,356
Burglary,Burglary Residential,2019-04-01,345,327
Burglary,Burglary Residential,2019-05-01,440,364
Burglary,Burglary Residential,2019-06-01,402,396
Burglary,Burglary Residential,2019-07-01,444,429
Burglary,Burglary Residential,2019-08-01,402,416
Burglary,Burglary Residential,2019-09-01,440,429
Burglary,Burglary Residential,2019-10-01,444,429
Burglary,Burglary Residential,2019-11-01,397,427
Burglary,Burglary Residential,2019-12-01,398,413
Burglary,Burglary Residential,2020-01-01,359,385
Burglary,Burglary Residential,2020-02-01,305,354
Burglary,Burglary Residential,2020-03-01,302,322
Burglary,Burglary Residential,2020-04-01,252,286
Burglary,Burglary Residential,2020-05-01,312,289
Burglary,Burglary Residential,2020-06-01,286,283
Burglary,Burglary Residential,2020-07-01,281,293
Burglary,Burglary Residential,2020-08-01,296,288
Burglary,Burglary Residential,2020-09-01,311,296
Burglary,Burglary Residential,2020-10-01,332,313
Burglary,Burglary Residential,2020-11-01,300,314
Burglary,Burglary Residential,2020-12-01,303,312
Burglary,Burglary Residential,2021-01-01,304,302
Burglary,Burglary Residential,2021-02-01,209,272
Burglary,Burglary Residential,2021-03-01,277,263
Burglary,Burglary Residential,2021-04-01,255,247
Burglary,Burglary Residential,2021-05-01,272,268
Burglary,Burglary Residential,2021-06-01,305,277
Burglary,Burglary Residential,2021-07-01,320,299
Burglary,Burglary Residential,2021-08-01,313,313
Burglary,Burglary Residential,2021-09-01,356,330
Burglary,Burglary Residential,2021-10-01,435,368
Burglary,Burglary Residential,2021-11-01,332,374
Burglary,Burglary Residential,2021-12-01,359,375
Burglary,Burglary Residential,2022-01-01,277,323
Burglary,Burglary Residential,2022-02-01,265,300
Burglary,Burglary Residential,2022-03-01,328,290
Burglary,Burglary Residential,2022-04-01,308,300
Burglary,Burglary Residential,2022-05-01,320,319
Burglary,Burglary Residential,2022-06-01,359,329
Burglary,Burglary Residential,2022-07-01,352,344
Burglary,Burglary Residential,2022-08-01,350,354
Burglary,Burglary Residential,2022-09-01,323,342
Burglary,Burglary Residential,2022-10-01,274,316
Burglary,Burglary Residential,2022-11-01,314,304
Burglary,Burglary Residential,2022-12-01,252,280
Burglary,Burglary Residential,2023-01-01,289,285
Burglary,Burglary Residential,2023-02-01,242,261
Burglary,Burglary Residential,2023-03-01,319,283
Burglary,Burglary Residential,2023-04-01,303,288
Burglary,Burglary Residential,2023-05-01,310,311
Burglary,Burglary Residential,2023-06-01,337,317
Burglary,Burglary Residential,2023-07-01,365,337
Burglary,Burglary Residential,2023-08-01,352,351
Burglary,Burglary Residential,2023-09-01,297,338
Burglary,Burglary Residential,2023-10-01,74,241
Motor Vehicle Theft,Motor Vehicle Theft,2019-01-01,171,NA
Motor Vehicle Theft,Motor Vehicle Theft,2019-02-01,105,NA
Motor Vehicle Theft,Motor Vehicle Theft,2019-03-01,129,135
Motor Vehicle Theft,Motor Vehicle Theft,2019-04-01,135,123
Motor Vehicle Theft,Motor Vehicle Theft,2019-05-01,140,135
Motor Vehicle Theft,Motor Vehicle Theft,2019-06-01,142,139
Motor Vehicle Theft,Motor Vehicle Theft,2019-07-01,142,141
Motor Vehicle Theft,Motor Vehicle Theft,2019-08-01,155,146
Motor Vehicle Theft,Motor Vehicle Theft,2019-09-01,146,148
Motor Vehicle Theft,Motor Vehicle Theft,2019-10-01,188,163
Motor Vehicle Theft,Motor Vehicle Theft,2019-11-01,191,175
Motor Vehicle Theft,Motor Vehicle Theft,2019-12-01,152,177
Motor Vehicle Theft,Motor Vehicle Theft,2020-01-01,208,184
Motor Vehicle Theft,Motor Vehicle Theft,2020-02-01,139,166
Motor Vehicle Theft,Motor Vehicle Theft,2020-03-01,163,170
Motor Vehicle Theft,Motor Vehicle Theft,2020-04-01,164,155
Motor Vehicle Theft,Motor Vehicle Theft,2020-05-01,179,169
Motor Vehicle Theft,Motor Vehicle Theft,2020-06-01,184,176
Motor Vehicle Theft,Motor Vehicle Theft,2020-07-01,165,176
Motor Vehicle Theft,Motor Vehicle Theft,2020-08-01,231,193
Motor Vehicle Theft,Motor Vehicle Theft,2020-09-01,236,211
Motor Vehicle Theft,Motor Vehicle Theft,2020-10-01,264,244
Motor Vehicle Theft,Motor Vehicle Theft,2020-11-01,298,266
Motor Vehicle Theft,Motor Vehicle Theft,2020-12-01,308,290
Motor Vehicle Theft,Motor Vehicle Theft,2021-01-01,318,308
Motor Vehicle Theft,Motor Vehicle Theft,2021-02-01,208,278
Motor Vehicle Theft,Motor Vehicle Theft,2021-03-01,314,280
Motor Vehicle Theft,Motor Vehicle Theft,2021-04-01,623,382
Motor Vehicle Theft,Motor Vehicle Theft,2021-05-01,615,517
Motor Vehicle Theft,Motor Vehicle Theft,2021-06-01,654,631
Motor Vehicle Theft,Motor Vehicle Theft,2021-07-01,736,668
Motor Vehicle Theft,Motor Vehicle Theft,2021-08-01,785,725
Motor Vehicle Theft,Motor Vehicle Theft,2021-09-01,860,794
Motor Vehicle Theft,Motor Vehicle Theft,2021-10-01,947,864
Motor Vehicle Theft,Motor Vehicle Theft,2021-11-01,862,890
Motor Vehicle Theft,Motor Vehicle Theft,2021-12-01,863,891
Motor Vehicle Theft,Motor Vehicle Theft,2022-01-01,907,877
Motor Vehicle Theft,Motor Vehicle Theft,2022-02-01,831,867
Motor Vehicle Theft,Motor Vehicle Theft,2022-03-01,808,849
Motor Vehicle Theft,Motor Vehicle Theft,2022-04-01,770,803
Motor Vehicle Theft,Motor Vehicle Theft,2022-05-01,809,796
Motor Vehicle Theft,Motor Vehicle Theft,2022-06-01,831,803
Motor Vehicle Theft,Motor Vehicle Theft,2022-07-01,922,854
Motor Vehicle Theft,Motor Vehicle Theft,2022-08-01,994,916
Motor Vehicle Theft,Motor Vehicle Theft,2022-09-01,982,966
Motor Vehicle Theft,Motor Vehicle Theft,2022-10-01,1052,1009
Motor Vehicle Theft,Motor Vehicle Theft,2022-11-01,1259,1098
Motor Vehicle Theft,Motor Vehicle Theft,2022-12-01,1653,1321
Motor Vehicle Theft,Motor Vehicle Theft,2023-01-01,1756,1556
Motor Vehicle Theft,Motor Vehicle Theft,2023-02-01,1674,1694
Motor Vehicle Theft,Motor Vehicle Theft,2023-03-01,1665,1698
Motor Vehicle Theft,Motor Vehicle Theft,2023-04-01,1834,1724
Motor Vehicle Theft,Motor Vehicle Theft,2023-05-01,2091,1863
Motor Vehicle Theft,Motor Vehicle Theft,2023-06-01,2299,2075
Motor Vehicle Theft,Motor Vehicle Theft,2023-07-01,2603,2331
Motor Vehicle Theft,Motor Vehicle Theft,2023-08-01,2432,2445
Motor Vehicle Theft,Motor Vehicle Theft,2023-09-01,1721,2252
Motor Vehicle Theft,Motor Vehicle Theft,2023-10-01,375,1509
Murder,Homicide - Criminal,2019-01-01,26,NA
Murder,Homicide - Criminal,2019-02-01,21,NA
Murder,Homicide - Criminal,2019-03-01,32,26
Murder,Homicide - Criminal,2019-04-01,24,26
Murder,Homicide - Criminal,2019-05-01,29,28
Murder,Homicide - Criminal,2019-06-01,31,28
Murder,Homicide - Criminal,2019-07-01,25,28
Murder,Homicide - Criminal,2019-08-01,41,32
Murder,Homicide - Criminal,2019-09-01,26,31
Murder,Homicide - Criminal,2019-10-01,35,34
Murder,Homicide - Criminal,2019-11-01,35,32
Murder,Homicide - Criminal,2019-12-01,30,33
Murder,Homicide - Criminal,2020-01-01,39,35
Murder,Homicide - Criminal,2020-02-01,22,30
Murder,Homicide - Criminal,2020-03-01,36,32
Murder,Homicide - Criminal,2020-04-01,29,29
Murder,Homicide - Criminal,2020-05-01,33,33
Murder,Homicide - Criminal,2020-06-01,44,35
Murder,Homicide - Criminal,2020-07-01,48,42
Murder,Homicide - Criminal,2020-08-01,52,48
Murder,Homicide - Criminal,2020-09-01,46,49
Murder,Homicide - Criminal,2020-10-01,66,55
Murder,Homicide - Criminal,2020-11-01,40,51
Murder,Homicide - Criminal,2020-12-01,45,50
Murder,Homicide - Criminal,2021-01-01,50,45
Murder,Homicide - Criminal,2021-02-01,27,41
Murder,Homicide - Criminal,2021-03-01,43,40
Murder,Homicide - Criminal,2021-04-01,51,40
Murder,Homicide - Criminal,2021-05-01,44,46
Murder,Homicide - Criminal,2021-06-01,56,50
Murder,Homicide - Criminal,2021-07-01,48,49
Murder,Homicide - Criminal,2021-08-01,37,47
Murder,Homicide - Criminal,2021-09-01,55,47
Murder,Homicide - Criminal,2021-10-01,46,46
Murder,Homicide - Criminal,2021-11-01,52,51
Murder,Homicide - Criminal,2021-12-01,52,50
Murder,Homicide - Criminal,2022-01-01,40,48
Murder,Homicide - Criminal,2022-02-01,35,42
Murder,Homicide - Criminal,2022-03-01,35,37
Murder,Homicide - Criminal,2022-04-01,31,34
Murder,Homicide - Criminal,2022-05-01,50,39
Murder,Homicide - Criminal,2022-06-01,43,41
Murder,Homicide - Criminal,2022-07-01,55,49
Murder,Homicide - Criminal,2022-08-01,46,48
Murder,Homicide - Criminal,2022-09-01,38,46
Murder,Homicide - Criminal,2022-10-01,38,41
Murder,Homicide - Criminal,2022-11-01,25,34
Murder,Homicide - Criminal,2022-12-01,43,35
Murder,Homicide - Criminal,2023-01-01,27,32
Murder,Homicide - Criminal,2023-02-01,32,34
Murder,Homicide - Criminal,2023-03-01,34,31
Murder,Homicide - Criminal,2023-04-01,27,31
Murder,Homicide - Criminal,2023-05-01,37,33
Murder,Homicide - Criminal,2023-06-01,27,30
Murder,Homicide - Criminal,2023-07-01,27,30
Murder,Homicide - Criminal,2023-08-01,34,29
Murder,Homicide - Criminal,2023-09-01,33,31
Murder,Homicide - Criminal,2023-10-01,4,24
Murder,Homicide - Gross Negligence,2023-02-01,1,NA
Murder,Homicide - Justifiable,2021-08-01,1,NA
Murder,Homicide - Justifiable,2022-11-01,1,NA
Murder,Homicide - Justifiable,2023-02-01,1,1
Other,All Other Offenses,2019-01-01,1735,NA
Other,All Other Offenses,2019-02-01,1529,NA
Other,All Other Offenses,2019-03-01,2082,1782
Other,All Other Offenses,2019-04-01,2406,2006
Other,All Other Offenses,2019-05-01,3119,2536
Other,All Other Offenses,2019-06-01,3462,2996
Other,All Other Offenses,2019-07-01,3626,3402
Other,All Other Offenses,2019-08-01,3623,3570
Other,All Other Offenses,2019-09-01,3070,3440
Other,All Other Offenses,2019-10-01,2587,3093
Other,All Other Offenses,2019-11-01,1885,2514
Other,All Other Offenses,2019-12-01,1709,2060
Other,All Other Offenses,2020-01-01,2008,1867
Other,All Other Offenses,2020-02-01,1988,1902
Other,All Other Offenses,2020-03-01,1792,1929
Other,All Other Offenses,2020-04-01,1093,1624
Other,All Other Offenses,2020-05-01,1740,1542
Other,All Other Offenses,2020-06-01,1076,1303
Other,All Other Offenses,2020-07-01,1076,1297
Other,All Other Offenses,2020-08-01,1074,1075
Other,All Other Offenses,2020-09-01,1148,1099
Other,All Other Offenses,2020-10-01,1190,1137
Other,All Other Offenses,2020-11-01,842,1060
Other,All Other Offenses,2020-12-01,951,994
Other,All Other Offenses,2021-01-01,987,927
Other,All Other Offenses,2021-02-01,944,961
Other,All Other Offenses,2021-03-01,1188,1040
Other,All Other Offenses,2021-04-01,908,1013
Other,All Other Offenses,2021-05-01,952,1016
Other,All Other Offenses,2021-06-01,941,934
Other,All Other Offenses,2021-07-01,850,914
Other,All Other Offenses,2021-08-01,832,874
Other,All Other Offenses,2021-09-01,829,837
Other,All Other Offenses,2021-10-01,949,870
Other,All Other Offenses,2021-11-01,821,866
Other,All Other Offenses,2021-12-01,753,841
Other,All Other Offenses,2022-01-01,715,763
Other,All Other Offenses,2022-02-01,869,779
Other,All Other Offenses,2022-03-01,1024,869
Other,All Other Offenses,2022-04-01,1055,983
Other,All Other Offenses,2022-05-01,1081,1053
Other,All Other Offenses,2022-06-01,1068,1068
Other,All Other Offenses,2022-07-01,1132,1094
Other,All Other Offenses,2022-08-01,1135,1112
Other,All Other Offenses,2022-09-01,1023,1097
Other,All Other Offenses,2022-10-01,983,1047
Other,All Other Offenses,2022-11-01,952,986
Other,All Other Offenses,2022-12-01,920,952
Other,All Other Offenses,2023-01-01,953,942
Other,All Other Offenses,2023-02-01,959,944
Other,All Other Offenses,2023-03-01,1279,1064
Other,All Other Offenses,2023-04-01,1220,1153
Other,All Other Offenses,2023-05-01,1285,1261
Other,All Other Offenses,2023-06-01,1338,1281
Other,All Other Offenses,2023-07-01,1195,1273
Other,All Other Offenses,2023-08-01,1124,1219
Other,All Other Offenses,2023-09-01,1084,1134
Other,All Other Offenses,2023-10-01,309,839
Other,Arson,2019-01-01,48,NA
Other,Arson,2019-02-01,28,NA
Other,Arson,2019-03-01,35,37
Other,Arson,2019-04-01,44,36
Other,Arson,2019-05-01,33,37
Other,Arson,2019-06-01,38,38
Other,Arson,2019-07-01,32,34
Other,Arson,2019-08-01,41,37
Other,Arson,2019-09-01,31,35
Other,Arson,2019-10-01,26,33
Other,Arson,2019-11-01,46,34
Other,Arson,2019-12-01,37,36
Other,Arson,2020-01-01,34,39
Other,Arson,2020-02-01,25,32
Other,Arson,2020-03-01,35,31
Other,Arson,2020-04-01,33,31
Other,Arson,2020-05-01,57,42
Other,Arson,2020-06-01,73,54
Other,Arson,2020-07-01,45,58
Other,Arson,2020-08-01,51,56
Other,Arson,2020-09-01,51,49
Other,Arson,2020-10-01,55,52
Other,Arson,2020-11-01,58,55
Other,Arson,2020-12-01,38,50
Other,Arson,2021-01-01,44,47
Other,Arson,2021-02-01,47,43
Other,Arson,2021-03-01,56,49
Other,Arson,2021-04-01,58,54
Other,Arson,2021-05-01,67,60
Other,Arson,2021-06-01,47,57
Other,Arson,2021-07-01,51,55
Other,Arson,2021-08-01,66,55
Other,Arson,2021-09-01,47,55
Other,Arson,2021-10-01,59,57
Other,Arson,2021-11-01,43,50
Other,Arson,2021-12-01,43,48
Other,Arson,2022-01-01,39,42
Other,Arson,2022-02-01,42,41
Other,Arson,2022-03-01,30,37
Other,Arson,2022-04-01,39,37
Other,Arson,2022-05-01,43,37
Other,Arson,2022-06-01,40,41
Other,Arson,2022-07-01,42,42
Other,Arson,2022-08-01,61,48
Other,Arson,2022-09-01,59,54
Other,Arson,2022-10-01,33,51
Other,Arson,2022-11-01,54,49
Other,Arson,2022-12-01,44,44
Other,Arson,2023-01-01,45,48
Other,Arson,2023-02-01,40,43
Other,Arson,2023-03-01,50,45
Other,Arson,2023-04-01,46,45
Other,Arson,2023-05-01,60,52
Other,Arson,2023-06-01,58,55
Other,Arson,2023-07-01,69,62
Other,Arson,2023-08-01,66,64
Other,Arson,2023-09-01,62,66
Other,Arson,2023-10-01,14,47
Other,DRIVING UNDER THE INFLUENCE,2019-01-01,214,NA
Other,DRIVING UNDER THE INFLUENCE,2019-02-01,229,NA
Other,DRIVING UNDER THE INFLUENCE,2019-03-01,231,225
Other,DRIVING UNDER THE INFLUENCE,2019-04-01,206,222
Other,DRIVING UNDER THE INFLUENCE,2019-05-01,195,211
Other,DRIVING UNDER THE INFLUENCE,2019-06-01,180,194
Other,DRIVING UNDER THE INFLUENCE,2019-07-01,184,186
Other,DRIVING UNDER THE INFLUENCE,2019-08-01,183,182
Other,DRIVING UNDER THE INFLUENCE,2019-09-01,172,180
Other,DRIVING UNDER THE INFLUENCE,2019-10-01,171,175
Other,DRIVING UNDER THE INFLUENCE,2019-11-01,190,178
Other,DRIVING UNDER THE INFLUENCE,2019-12-01,199,187
Other,DRIVING UNDER THE INFLUENCE,2020-01-01,143,177
Other,DRIVING UNDER THE INFLUENCE,2020-02-01,179,174
Other,DRIVING UNDER THE INFLUENCE,2020-03-01,127,150
Other,DRIVING UNDER THE INFLUENCE,2020-04-01,76,127
Other,DRIVING UNDER THE INFLUENCE,2020-05-01,134,112
Other,DRIVING UNDER THE INFLUENCE,2020-06-01,113,108
Other,DRIVING UNDER THE INFLUENCE,2020-07-01,170,139
Other,DRIVING UNDER THE INFLUENCE,2020-08-01,184,156
Other,DRIVING UNDER THE INFLUENCE,2020-09-01,171,175
Other,DRIVING UNDER THE INFLUENCE,2020-10-01,117,157
Other,DRIVING UNDER THE INFLUENCE,2020-11-01,106,131
Other,DRIVING UNDER THE INFLUENCE,2020-12-01,99,107
Other,DRIVING UNDER THE INFLUENCE,2021-01-01,138,114
Other,DRIVING UNDER THE INFLUENCE,2021-02-01,156,131
Other,DRIVING UNDER THE INFLUENCE,2021-03-01,163,152
Other,DRIVING UNDER THE INFLUENCE,2021-04-01,124,148
Other,DRIVING UNDER THE INFLUENCE,2021-05-01,173,153
Other,DRIVING UNDER THE INFLUENCE,2021-06-01,169,155
Other,DRIVING UNDER THE INFLUENCE,2021-07-01,130,157
Other,DRIVING UNDER THE INFLUENCE,2021-08-01,122,140
Other,DRIVING UNDER THE INFLUENCE,2021-09-01,139,130
