category,month,count,rollavg_3month
Aggravated Assault,2019-01-01,575,NA
Aggravated Assault,2019-02-01,551,NA
Aggravated Assault,2019-03-01,597,574
Aggravated Assault,2019-04-01,651,600
Aggravated Assault,2019-05-01,812,687
Aggravated Assault,2019-06-01,795,753
Aggravated Assault,2019-07-01,745,784
Aggravated Assault,2019-08-01,695,745
Aggravated Assault,2019-09-01,695,712
Aggravated Assault,2019-10-01,773,721
Aggravated Assault,2019-11-01,614,694
Aggravated Assault,2019-12-01,730,706
Aggravated Assault,2020-01-01,616,653
Aggravated Assault,2020-02-01,657,668
Aggravated Assault,2020-03-01,706,660
Aggravated Assault,2020-04-01,537,633
Aggravated Assault,2020-05-01,766,670
Aggravated Assault,2020-06-01,828,710
Aggravated Assault,2020-07-01,869,821
Aggravated Assault,2020-08-01,982,893
Aggravated Assault,2020-09-01,915,922
Aggravated Assault,2020-10-01,983,960
Aggravated Assault,2020-11-01,790,896
Aggravated Assault,2020-12-01,675,816
Aggravated Assault,2021-01-01,722,729
Aggravated Assault,2021-02-01,549,649
Aggravated Assault,2021-03-01,747,673
Aggravated Assault,2021-04-01,734,677
Aggravated Assault,2021-05-01,791,757
Aggravated Assault,2021-06-01,801,775
Aggravated Assault,2021-07-01,812,801
Aggravated Assault,2021-08-01,819,811
Aggravated Assault,2021-09-01,817,816
Aggravated Assault,2021-10-01,764,800
Aggravated Assault,2021-11-01,653,745
Aggravated Assault,2021-12-01,655,691
Aggravated Assault,2022-01-01,631,646
Aggravated Assault,2022-02-01,591,626
Aggravated Assault,2022-03-01,708,643
Aggravated Assault,2022-04-01,739,679
Aggravated Assault,2022-05-01,761,736
Aggravated Assault,2022-06-01,811,770
Aggravated Assault,2022-07-01,733,768
Aggravated Assault,2022-08-01,719,754
Aggravated Assault,2022-09-01,683,712
Aggravated Assault,2022-10-01,673,692
Aggravated Assault,2022-11-01,656,671
Aggravated Assault,2022-12-01,620,650
Aggravated Assault,2023-01-01,621,632
Aggravated Assault,2023-02-01,602,614
Aggravated Assault,2023-03-01,648,624
Aggravated Assault,2023-04-01,702,651
Aggravated Assault,2023-05-01,834,728
Aggravated Assault,2023-06-01,727,754
Aggravated Assault,2023-07-01,819,793
Aggravated Assault,2023-08-01,813,786
Aggravated Assault,2023-09-01,680,771
Aggravated Assault,2023-10-01,726,740
Aggravated Assault,2023-11-01,671,692
Aggravated Assault,2023-12-01,611,669
Aggravated Assault,2024-01-01,652,645
Aggravated Assault,2024-02-01,587,617
Aggravated Assault,2024-03-01,640,626
Aggravated Assault,2024-04-01,674,634
Aggravated Assault,2024-05-01,745,686
Aggravated Assault,2024-06-01,753,724
Aggravated Assault,2024-07-01,835,778
Aggravated Assault,2024-08-01,778,789
Aggravated Assault,2024-09-01,764,792
Aggravated Assault,2024-10-01,316,619
